proof,name,type,token
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
praise kontribusyon pindutin kunin 600p bonushttp9dv1t8com,False,bank/money,"['Praise', 'kontribusyon', 'pindutin', 'kunin', '600p', 'bonushttp9dv1t8com']"
dear customer cordially invited claim benefits jili evo bingo jackpots waiting you visit kuuoinh33kh oqte,False,casino/gambling,"['Dear', 'customer', 'cordially', 'invited', 'claim', 'benefits', 'JILI', 'EVO', 'Bingo', 'jackpots', 'waiting', 'you', 'visit', 'kuuoinH33kh', 'OqTE']"
makakatanggap 5000 cash pumunta website ito bitlyget5kblog  click google ads makikita anong page site,False,others,"['Makakatanggap', '5000', 'cash', 'Pumunta', 'website', 'ito', 'bitlyget5kblog', 'click', 'google', 'ads', 'makikita', 'anong', 'page', 'site']"
httpsibbcozdh9dvj,False,others,['httpsibbcoZdh9dvj']
httpsibbcozdh9dvj,False,others,['httpsibbcoZdh9dvj']
free 60p kick start make first million 10 mins best way make fast money egamesphcomlogin,False,others,"['FREE', '60p', 'kick', 'start', 'make', 'first', 'million', '10', 'mins', 'Best', 'way', 'make', 'fast', 'money', 'egamesphcomlogin']"
hottest news pagkatapos manalo 396million bitlybingoplus1 umabot agad 6million jackpot prize 1peso register free40php,False,casino/gambling,"['Hottest', 'news', 'Pagkatapos', 'manalo', '396Million', 'bitlyBINGOPLUS1', 'umabot', 'agad', '6Million', 'jackpot', 'prize', '1Peso', 'Register', 'free40PHP']"
httpsibbcozdh9dvjj,False,others,['httpsibbcoZdh9dvjj']
httpsibbcozdh9dvj,False,bank/money,['httpsibbcoZdh9dvj']
httpsibbcozdh9dvj,False,free,['httpsibbcoZdh9dvj']
httpsibbcozdh9dvj,False,bank/money,['httpsibbcoZdh9dvj']
pcf charity foundation founded senator manny pacquiao made raffle year 2021 contact number won worth php 55000000 please send following nameaddressagework call back thank you sec mark chavez,False,casino/gambling,"['PCF', 'CHARITY', 'FOUNDATION', 'founded', 'Senator', 'Manny', 'Pacquiao', 'made', 'raffle', 'year', '2021', 'contact', 'number', 'won', 'worth', 'Php', '55000000', 'Please', 'send', 'following', 'NAMEADDRESSAGEWORK', 'call', 'back', 'Thank', 'you', 'Sec', 'Mark', 'Chavez']"
matapos manalo 396million bitlybingoplus1 umabot agad 86m jackpot 1peso register free40php easy cash inout via gcash,False,casino/gambling,"['Matapos', 'manalo', '396Million', 'bitlyBingoPlus1', 'umabot', 'agad', '86M', 'jackpot', '1Peso', 'Register', 'free40PHP', 'Easy', 'cash', 'inout', 'via', 'gcash']"
sana yumaman ka pindutin magrehistro makakuha libreng 600p httpu3mwdycom,False,casino/gambling,"['Sana', 'yumaman', 'ka', 'pindutin', 'magrehistro', 'makakuha', 'libreng', '600p', 'httpu3mwdycom']"
we offering fund low interést ràte per month 30k 2m loànable amoúnt reply yes interested thanks,False,bank/money,"['We', 'offering', 'fund', 'low', 'interést', 'ràte', 'per', 'month', '30k', '2M', 'loànable', 'amoúnt', 'Reply', 'YES', 'interested', 'Thanks']"
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
register to cla1m free pes0 free lucky draws sl0tslive cas1noc0ckf1ght1ng  more web httpsbitlyzyg14sld,False,casino/gambling,"['REGISTER', 'TO', 'CLA1M', 'FREE', 'PES0', 'FREE', 'LUCKY', 'DRAWS', 'SL0TSLIVE', 'CAS1NOC0CKF1GHT1NG', 'MORE', 'WEB', 'httpsbitlyzYg14sLd']"
hey user p150 sayo paginvite 3 barkada mo pwede pang bumuo 30kday extra betting bonus try bitlyjbgamingph,False,others,"['Hey', 'user', 'P150', 'sayo', 'paginvite', '3', 'barkada', 'mo', 'Pwede', 'pang', 'bumuo', '30Kday', 'extra', 'betting', 'bonus', 'Try', 'bitlyJBGamingPH']"
httpsibbcogwvf0s2,False,bank/money,['httpsibbcogWvf0s2']
httpsibbcogwvf0s2,False,bank/money,['httpsibbcogWvf0s2']
httpsibbcogwvf0s2,False,casino/gambling,['httpsibbcogWvf0s2']
httpsibbcogwvf0s2,False,others,['httpsibbcogWvf0s2']
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon,False,others,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon']"
httpsibbcogwvf0s2,False,others,['httpsibbcogWvf0s2']
namesalamat suporta pindutin magbukas account 10 httpqldpmgcom,False,online activity,"['nameSalamat', 'suporta', 'pindutin', 'magbukas', 'account', '10', 'httpqldpmgcom']"
get instant cash urgent needs avail 30k 2m personal cash loan flexible payment terms 3years interested call,False,bank/money,"['Get', 'instant', 'cash', 'urgent', 'needs', 'Avail', '30k', '2M', 'Personal', 'Cash', 'Loan', 'flexible', 'payment', 'terms', '3years', 'Interested', 'Call']"
great news you chosen lucky winner netflíx tshirt mug to continue process reply yes thank choosing globe postpaid,False,online activity,"['Great', 'News', 'You', 'chosen', 'lucky', 'winner', 'Netflíx', 'Tshirt', 'Mug', 'To', 'continue', 'process', 'reply', 'YES', 'Thank', 'choosing', 'Globe', 'Postpaid']"
namemainit lottery nanalo 1000 pesos bilisan kunin http6fsx6jkacom,False,casino/gambling,"['nameMainit', 'lottery', 'nanalo', '1000', 'pesos', 'bilisan', 'kunin', 'http6fsx6jkacom']"
new ph game platform online let play  prefer game and win big cash register now free 178 bonus only at cod11cc,False,casino/gambling,"['New', 'PH', 'Game', 'Platform', 'Online', 'Let', 'Play', 'Prefer', 'Game', 'AND', 'WiN', 'BIG', 'CasH', 'Register', 'Now', 'FREE', '178', 'BONUS', 'ONLY', 'AT', 'cod11cc']"
cashback b0nus all 80 sl0tslive cas1n0f1shing many more web httpsbitlyyciuld7,False,casino/gambling,"['cashback', 'b0nus', 'all', '80', 'sl0tsLIVE', 'CAS1N0f1shing', 'many', 'more', 'web', 'httpsbitlyYcIuLd7']"
all new egg tray 32 grid egg holder with removable drawer type and space saver please click for the pricebuy httpsslazadacomphsupjgm lazada big sale,False,online activity,"['ALL', 'NEW', 'EGG', 'TRAY', '32', 'GRID', 'EGG', 'HOLDER', 'WITH', 'REMOVABLE', 'DRAWER', 'TYPE', 'AND', 'SPACE', 'SAVER', 'PLEASE', 'CLICK', 'FOR', 'THE', 'PRICEBUY', 'httpsslazadacomphsUPJgm', 'LAZADA', 'BIG', 'SALE']"
pagkatapos basahin artikulong ito maglog simulan paglalaro magagandang reward iclick link ngayon httpfdsv12info,False,casino/gambling,"['Pagkatapos', 'basahin', 'artikulong', 'ito', 'maglog', 'simulan', 'paglalaro', 'Magagandang', 'reward', 'iclick', 'link', 'ngayon', 'httpfdsv12info']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphs urr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes siya steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphs', 'UrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'siya', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
iniimbita maglaro ienjoy weekend hereat register p60 easy win dto isama pamilya,False,casino/gambling,"['Iniimbita', 'maglaro', 'ienjoy', 'weekend', 'hereat', 'Register', 'P60', 'easy', 'WIN', 'dto', 'Isama', 'pamilya']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,online activity,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,bank/money,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,free,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,work,"['compiled', 'spam', 'message', 'screenshot']"
2022 best online cas1n0 slot ranking no1 free b0nus daily salary comhttppbplat,False,casino/gambling,"['2022', 'Best', 'Online', 'CAS1N0', 'Slot', 'Ranking', 'NO1', 'Free', 'B0NUS', 'Daily', 'Salary', 'comhttppbplat']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
free 60p kick start make first million 10 mins best way make fast money egamesphcomlogin,False,free,"['FREE', '60p', 'kick', 'start', 'make', 'first', 'million', '10', 'mins', 'Best', 'way', 'make', 'fast', 'money', 'egamesphcomlogin']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,casino/gambling,"['compiled', 'spam', 'message', 'screenshot']"
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
buddy,False,casino/gambling,['Buddy']
compiled spam message screenshot,False,others,"['compiled', 'spam', 'message', 'screenshot']"
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
your 600 reward pts will expire sept 18 2022 convert bonus 600 amax just dial 100 1095579667476001 press call,False,free,"['Your', '600', 'Reward', 'Pts', 'will', 'Expire', 'SEPT', '18', '2022', 'Convert', 'Bonus', '600', 'Amax', 'Just', 'Dial', '100', '1095579667476001', 'Press', 'CALL']"
salamat feedback napili makakuha 600p sahttpyralk3com,False,others,"['Salamat', 'feedback', 'napili', 'makakuha', '600p', 'sahttpyralk3com']"
pagkatapos basahin artikulong ito maglog simulan paglalaro magagandang reward iclick link ngayon httpfdsv12info,False,online activity,"['Pagkatapos', 'basahin', 'artikulong', 'ito', 'maglog', 'simulan', 'paglalaro', 'Magagandang', 'reward', 'iclick', 'link', 'ngayon', 'httpfdsv12info']"
4 pirasong solar lights halagang 1499 click eto bumili httpsslazadacomphsurr50 yes apat piraso dahil naka sale ngayon 100 watts isa 400 watts total watts 4 piraso good deal sobrang tipid 3 modes steady lights sensor lights dim lights,False,free,"['4', 'pirasong', 'SOLAR', 'LIGHTS', 'halagang', '1499', 'Click', 'eto', 'bumili', 'httpsslazadacomphsUrR50', 'Yes', 'Apat', 'piraso', 'Dahil', 'naka', 'SALE', 'ngayon', '100', 'watts', 'isa', '400', 'watts', 'total', 'watts', '4', 'piraso', 'Good', 'deal', 'sobrang', 'tipid', '3', 'modes', 'STEADY', 'LIGHTS', 'SENSOR', 'LIGHTS', 'DIM', 'LIGHTS']"
attn poma amsws covid 19 grant allowance senior citizens retireds workers send email details admin carmaysawal10gmailcom,False,others,"['Attn', 'PoMa', 'amSWS', 'COVID', '19', 'Grant', 'Allowance', 'SENIOR', 'CITIZENS', 'Retireds', 'Workers', 'Send', 'Email', 'details', 'ADMIN', 'carmaysawal10gmailcom']"
mababang deposit min50 pesos mabilis cash no1 online casino more prizes and bonuses click sign now hurry up now httpsbitly3xdiduoluckycola,False,casino/gambling,"['Mababang', 'deposit', 'min50', 'pesos', 'Mabilis', 'cash', 'no1', 'ONLINE', 'CASINO', 'MORE', 'PRIZES', 'And', 'BONUSES', 'Click', 'sign', 'now', 'hurry', 'up', 'Now', 'httpsbitly3xdIduOluckycola']"
gusto ba makatipid kuryente solar lights buy 2 take 2 click here for picturesbuy httpsslazadacomphsuonbr 100 watts parking garden,False,free,"['Gusto', 'ba', 'makatipid', 'kuryente', 'SOLAR', 'LIGHTS', 'BUY', '2', 'TAKE', '2', 'CLICK', 'HERE', 'FOR', 'PICTURESBUY', 'httpsslazadacomphsUONbr', '100', 'WATTS', 'Parking', 'Garden']"
hiim american citizen currently manila  seek relationship lady single email me carsonjace20gmailcom,False,others,"['HiIm', 'American', 'citizen', 'currently', 'Manila', 'seek', 'relationship', 'lady', 'single', 'Email', 'me', 'carsonjace20gmailcom']"
sign free 20p httpsssurcckwglgwl daily lucky wheel highest jumbo prize iphone 13 pro max 37888php,False,online activity,"['Sign', 'free', '20P', 'httpsssurcckWgLgwL', 'Daily', 'lucky', 'wheel', 'Highest', 'Jumbo', 'Prize', 'iPhone', '13', 'Pro', 'Max', '37888PHP']"
vyvz3456gmailcom beloved contact email thanks,False,others,"['vyvz3456gmailcom', 'Beloved', 'contact', 'email', 'thanks']"
inaantay kita global coin bilisan sumali httpstco6srh0eexip,False,others,"['Inaantay', 'kita', 'Global', 'Coin', 'bilisan', 'sumali', 'httpstco6SrH0EExIp']"
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857rangea423c423,False,casino/gambling,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeA423C423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857ranged423f423,False,casino/gambling,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeD423F423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857rangeg423i423,True,others,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeG423I423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857rangej423l423,True,others,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeJ423L423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857rangem423o423,False,work,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeM423O423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857rangep423r423,False,casino/gambling,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeP423R423']
httpsdocsgooglecomspreadsheetsd13zta8_nhaggjyf8xm4lnirngbw0cl8g78hdbji2ralseditfbclidiwar30dq5lzaumbiooi7g3ofed7bnmwv1qajcnbibtb52krvlegvvrilml4gid1884699857ranges423u423,False,others,['httpsdocsgooglecomspreadsheetsd13ZTA8_nhAGGjyF8xM4lNiRnGbW0Cl8g78hDbjI2RAlseditfbclidIwAR30dQ5lzaumBIOoI7G3OfeD7Bnmwv1qaJCnBIBTb52KRVLegVvrILml4gid1884699857rangeS423U423']
magclaim 5500 bonus 3 cash rebate full nameupang manalo milyunmilyong bonus wp5us in4ava7qll0 w3nn3gpl5scomm5lyon,True,others,"['Magclaim', '5500', 'bonus', '3', 'cash', 'rebate', 'full', 'nameupang', 'manalo', 'milyunmilyong', 'bonus', 'WP5US', 'In4AvA7qLl0', 'w3nn3gpl5scomM5lyon']"
ideaichoice saisangdpositbakamakhanghigit5kpessb0nus httpphgamingxyzpky 24himediatecshinout,False,bank/money,"['ideaIChoice', 'Saisangdpositbakamakhanghigit5kpessb0nus', 'httpphgamingxyzpky', '24HimediateCshInOut']"
wow makakatanggap 5999 cash pumunta ang website ito httpmplay2com maglaro onine casino,False,casino/gambling,"['Wow', 'Makakatanggap', '5999', 'cash', 'Pumunta', 'ang', 'website', 'ito', 'httpmplay2com', 'maglaro', 'onine', 'Casino']"
good news you watch free 247 live pretty dealers sign now philnewzcompromo free 60p,False,others,"['Good', 'News', 'You', 'watch', 'free', '247', 'live', 'pretty', 'dealers', 'Sign', 'Now', 'philnewzcompromo', 'FREE', '60p']"
full name para mabigyan pang matgal kita magbukas account 600p http931ccxcom,True,online activity,"['FULL', 'NAME', 'Para', 'mabigyan', 'pang', 'matgal', 'kita', 'magbukas', 'account', '600p', 'http931ccxcom']"
full name kasama mybitglobal pinduting httpnuob0p7gcom 10,True,others,"['FULL', 'NAME', 'Kasama', 'mybitglobal', 'pinduting', 'httpnuob0p7gcom', '10']"
full name mga tao gumamit kumita 1000 idownload httpox4xtucom,True,others,"['FULL', 'NAME', 'Mga', 'tao', 'gumamit', 'kumita', '1000', 'idownload', 'httpox4xtucom']"
full name gamit kamay endless pera sumali regalo httpnuob0p7gcom,True,free,"['FULL', 'NAME', 'Gamit', 'kamay', 'endless', 'pera', 'Sumali', 'regalo', 'httpnuob0p7gcom']"
good news buddy register now free60p 100 deposit rebate egamesphcomlogin prettydealer cq9 sa and more,False,casino/gambling,"['Good', 'News', 'buddy', 'Register', 'now', 'Free60p', '100', 'Deposit', 'rebate', 'egamesphcomlogin', 'Prettydealer', 'CQ9', 'SA', 'AND', 'MORE']"
just saw guy win php12 million jackpot pagcorlicensed s5com naalal kita gos5comnews,False,others,"['Just', 'saw', 'guy', 'win', 'PHP12', 'MILLION', 'jackpot', 'PAGCORlicensed', 'S5com', 'Naalal', 'kita', 'GoS5comnews']"
full name basta account 280000p dito httpsfxtradeonelnkmeocgp61288540,True,others,"['FULL', 'NAME', 'Basta', 'account', '280000P', 'Dito', 'httpsfxtradeonelnkmeOCGP61288540']"
mabilis transaksyon mybitglobal tuturo daan idownload address httpstcozbsquud37a,False,others,"['Mabilis', 'transaksyon', 'mybitglobal', 'tuturo', 'daan', 'idownload', 'address', 'httpstcoZbsQuUD37A']"
matapos manalo 396million bitlybingoplus1 umabot agad 56m jackpot 1peso register free40php easy cash inout via gcash,False,casino/gambling,"['Matapos', 'manalo', '396Million', 'bitlyBingoPlus1', 'umabot', 'agad', '56M', 'jackpot', '1Peso', 'Register', 'free40PHP', 'Easy', 'cash', 'inout', 'via', 'gcash']"
kabingo 66m pwede mong mapanalunan may free 40p play butlybingo_plusph signup 1p lowest bet may weekly monthly bonus din play now,False,casino/gambling,"['Kabingo', '66M', 'pwede', 'mong', 'mapanalunan', 'May', 'free', '40P', 'play', 'butlyBingo_PlusPH', 'signup', '1P', 'lowest', 'bet', 'May', 'weekly', 'monthly', 'bonus', 'din', 'Play', 'now']"
 won p1166600 playing baccarat s5 got paid day thats s5 swerte pagcorlicensed join now gos5comr,False,others,"['won', 'P1166600', 'playing', 'baccarat', 'S5', 'Got', 'paid', 'day', 'Thats', 'S5', 'SWERTE', 'PAGCORlicensed', 'Join', 'now', 'gos5comr']"
looking forward doon benepisyo bago magbukas account 10 httpu3mwdycom,False,bank/money,"['Looking', 'forward', 'doon', 'benepisyo', 'bago', 'magbukas', 'account', '10', 'httpu3mwdycom']"
,False,others,[]
row 469 proof,False,bank/money,"['Row', '469', 'Proof']"
